benchmark,machine,rid,actual_runtime,predicted_runtime,prediction_error,total_regions,total_selected_regions,average_runtime
sp_C,summer,23645,271276845004.2,-1,-1,31402,45,7423005.2
sp_C,summer,11232,271276845004.2,-1,-1,31402,45,7582286.0
sp_C,summer,21547,271276845004.2,-1,-1,31402,45,10392944.4
sp_C,summer,21135,271276845004.2,-1,-1,31402,45,7620129.6
sp_C,summer,15961,271276845004.2,-1,-1,31402,45,8282015.6
sp_C,summer,22827,271276845004.2,-1,-1,31402,45,13444325.0
sp_C,summer,5855,271276845004.2,-1,-1,31402,45,7973673.0
sp_C,summer,13422,271276845004.2,-1,-1,31402,45,7655614.8
sp_C,summer,13958,271276845004.2,-1,-1,31402,45,9998416.2
sp_C,summer,10287,271276845004.2,-1,-1,31402,45,8500219.4
sp_C,summer,19012,271276845004.2,-1,-1,31402,45,7061252.0
sp_C,summer,12587,271276845004.2,-1,-1,31402,45,7415585.6
sp_C,summer,19139,271276845004.2,-1,-1,31402,45,10526001.0
sp_C,summer,28296,271276845004.2,-1,-1,31402,45,10438196.2
sp_C,summer,8922,271276845004.2,-1,-1,31402,45,12631301.0
sp_C,summer,20964,271276845004.2,-1,-1,31402,45,8746663.8
sp_C,summer,19014,271276845004.2,-1,-1,31402,45,7719512.6
sp_C,summer,19583,271276845004.2,-1,-1,31402,45,9240661.2
sp_C,summer,17952,271276845004.2,-1,-1,31402,45,10997816.8
sp_C,summer,12089,271276845004.2,-1,-1,31402,45,7784936.0
sp_C,summer,5169,271276845004.2,-1,-1,31402,45,9790478.4
sp_C,summer,11889,271276845004.2,-1,-1,31402,45,617335355.4
sp_C,summer,4231,271276845004.2,-1,-1,31402,45,9202294.8
sp_C,summer,12779,271276845004.2,-1,-1,31402,45,12488484.4
sp_C,summer,7598,271276845004.2,-1,-1,31402,45,11872648.8
sp_C,summer,29055,271276845004.2,-1,-1,31402,45,7434492.4
sp_C,summer,10479,271276845004.2,-1,-1,31402,45,7473441.0
sp_C,summer,25825,271276845004.2,-1,-1,31402,45,8298885.6
sp_C,summer,6621,271276845004.2,-1,-1,31402,45,7418014.0
sp_C,summer,22715,271276845004.2,-1,-1,31402,45,7310521.0
sp_C,summer,30140,271276845004.2,-1,-1,31402,45,11545011.6
sp_C,summer,-1,271276845004.2,707207259666.5687,160.69576990827193,31402,45,-1.0
sp_C,saphir,21123,675910780228.0,-1,-1,31402,45,20500517.6
sp_C,saphir,28210,675910780228.0,-1,-1,31402,45,33648736.4
sp_C,saphir,29860,675910780228.0,-1,-1,31402,45,32841323.2
sp_C,saphir,20055,675910780228.0,-1,-1,31402,45,21598938.8
sp_C,saphir,12419,675910780228.0,-1,-1,31402,45,21620428.2
sp_C,saphir,20678,675910780228.0,-1,-1,31402,45,32784433.0
sp_C,saphir,29757,675910780228.0,-1,-1,31402,45,22248165.6
sp_C,saphir,3402,675910780228.0,-1,-1,31402,45,34024313.2
sp_C,saphir,2470,675910780228.0,-1,-1,31402,45,21324881.4
sp_C,saphir,21157,675910780228.0,-1,-1,31402,45,17850433.4
sp_C,saphir,29750,675910780228.0,-1,-1,31402,45,21009029.8
sp_C,saphir,13815,675910780228.0,-1,-1,31402,45,21730608.8
sp_C,saphir,6147,675910780228.0,-1,-1,31402,45,17868434.6
sp_C,saphir,24028,675910780228.0,-1,-1,31402,45,19057711.2
sp_C,saphir,23645,675910780228.0,-1,-1,31402,45,19416140.0
sp_C,saphir,11232,675910780228.0,-1,-1,31402,45,17608308.2
sp_C,saphir,21547,675910780228.0,-1,-1,31402,45,20524930.6
sp_C,saphir,21135,675910780228.0,-1,-1,31402,45,23241260.2
sp_C,saphir,15961,675910780228.0,-1,-1,31402,45,26474990.8
sp_C,saphir,22827,675910780228.0,-1,-1,31402,45,20021659.8
sp_C,saphir,5855,675910780228.0,-1,-1,31402,45,15596490.0
sp_C,saphir,13422,675910780228.0,-1,-1,31402,45,21773870.0
sp_C,saphir,13958,675910780228.0,-1,-1,31402,45,22551903.2
sp_C,saphir,10287,675910780228.0,-1,-1,31402,45,21722170.4
sp_C,saphir,19012,675910780228.0,-1,-1,31402,45,17380843.6
sp_C,saphir,12587,675910780228.0,-1,-1,31402,45,33896418.2
sp_C,saphir,19139,675910780228.0,-1,-1,31402,45,21628019.8
sp_C,saphir,28296,675910780228.0,-1,-1,31402,45,43539912.2
sp_C,saphir,8922,675910780228.0,-1,-1,31402,45,19591639.2
sp_C,saphir,20964,675910780228.0,-1,-1,31402,45,22207802.8
sp_C,saphir,19014,675910780228.0,-1,-1,31402,45,24007294.0
sp_C,saphir,19583,675910780228.0,-1,-1,31402,45,15071153.2
sp_C,saphir,17952,675910780228.0,-1,-1,31402,45,19187501.8
sp_C,saphir,12089,675910780228.0,-1,-1,31402,45,22046245.8
sp_C,saphir,5169,675910780228.0,-1,-1,31402,45,23551847.0
sp_C,saphir,11889,675910780228.0,-1,-1,31402,45,1391271103.0
sp_C,saphir,4231,675910780228.0,-1,-1,31402,45,23179436.2
sp_C,saphir,12779,675910780228.0,-1,-1,31402,45,21755701.2
sp_C,saphir,7598,675910780228.0,-1,-1,31402,45,21877552.8
sp_C,saphir,29055,675910780228.0,-1,-1,31402,45,17397971.2
sp_C,saphir,10479,675910780228.0,-1,-1,31402,45,19225690.8
sp_C,saphir,25825,675910780228.0,-1,-1,31402,45,22500311.4
sp_C,saphir,6621,675910780228.0,-1,-1,31402,45,33236448.4
sp_C,saphir,22715,675910780228.0,-1,-1,31402,45,34888226.4
sp_C,saphir,30140,675910780228.0,-1,-1,31402,45,22812222.8
sp_C,saphir,-1,675910780228.0,1686840787118.2312,149.56559896103767,31402,45,-1.0
